16916,20,0
62493,285,0
30198,758,29
53683,947,108
40185,1273,0
28781,1389,0
24462,1678,23
48399,1807,67
64815,2095,75
18295,2423,-35
12218,2746,11
22760,3048,0
57982,3198,56
27966,3390,27
54894,3694,53
38929,3857,0
32865,4193,0
64243,4595,-68
2315,4619,66
64454,5062,62
55041,5121,0
18633,5577,0
14557,5853,0
61006,5966,59
62615,407,37
7591,6311,105
64747,6635,58
6727,6727,-111
32315,6971,-114
60645,7397,0
6308,7588,0
45688,7800,0
969,8137,0
40891,8379,-18
49294,8590,48
41118,8862,40
21395,9107,-28
6091,9419,-14
32541,9501,0
17665,9729,0
3784,10184,0
28718,1326,28
59240,10344,0
40178,1266,39
60086,10678,58
42252,10764,0
44770,11234,43
22514,11506,21
3067,11771,-2
15757,11917,0
31649,12193,0
10842,12378,10
43765,12789,0
33405,12925,0
44954,13210,43
56657,13393,0
5003,13707,-30
50227,13875,12
19358,14238,18
36529,14513,0
10392,14744,0
58882,14850,57
5129,15113,0
58554,15546,57
58584,15576,0
27444,15668,0
58982,14950,57
51476,15892,0
6796,6796,0
21311,9023,-49
30705,16369,0
28964,16420,0
41003,8747,10
20259,16675,-56
57857,3073,0
63258,16922,61
36374,14358,35
692,17332,0
43121,17521,0
48128,17664,0
34561,17921,0
49213,8509,0
36922,18234,36
59162,10266,57
50552,18552,0
17866,9930,17
18145,18913,0
3884,18988,0
54388,19316,0
42932,19636,0
46919,19783,-47
58892,14860,0
8620,20140,0
38336,20416,0
64357,4965,0
23387,20571,-42
42632,20872,0
15913,21033,0
15679,11839,79
22501,11493,0
37540,21412,0
5527,21655,101
63921,21937,0
62716,508,0
32874,4202,32
64390,4998,62
63101,22141,0
61802,22378,60
19648,22720,0
29031,16487,89
44981,13237,0
28092,3516,0
9448,23016,0
44744,11208,0
61496,23096,0
31453,23517,0
60746,23626,59
12199,2727,-23
62255,23855,-53
21793,24097,0
26544,24496,0
14964,24692,0
41462,25078,40
56089,25113,0
52038,25414,50
47982,25710,46
59484,25948,0
50924,26348,0
6942,26398,6
34998,26806,34
27069,27069,0
51926,27350,50
60645,7397,0
43181,17581,0
10559,27455,79
4664,27704,0
28578,28066,27
59516,25980,0
38912,3840,0
63562,28234,62
64846,2126,63
62938,28634,61
27194,28730,26
28804,1412,0
61703,22279,65
10998,12534,10
6596,29124,0
37721,29273,0
43430,29606,42
22692,2980,0
62971,28667,126
47125,29717,0
52521,29993,0
34646,18006,33
32889,4217,0
13055,30463,-65
65416,30600,0
62869,28565,0
57314,30946,55
12659,31091,92
14052,31460,0
32956,4284,0
49273,8569,0
50352,14000,0
49737,31561,0
15555,31939,48
47475,32115,92
15328,32480,0
34621,17981,0
51365,32677,0
32820,4148,0
48855,215,-75
12224,2752,0
2035,755,-4
60539,7291,30
14595,771,64
13853,31261,0
24143,1615,-109
15216,32368,0
8113,1969,0
22640,2928,0
32978,4306,32
39151,4079,59
19520,22592,0
58141,2333,0
63959,21975,117
53040,3632,0
55842,4386,54
585,17225,0
51229,32541,0
64181,4789,0
54879,5215,-105
28210,5426,27
10268,14620,0
15395,31779,8
12884,30292,0
2149,5733,0
53483,6123,58
59606,26070,58
14981,24709,0
36672,6208,0
23197,6557,0
36518,14502,35
13361,6961,0
19810,7522,19
25955,7779,88
62678,470,61
26021,7845,0
29409,8161,0
38111,8415,55
58573,15565,0
56840,9224,0
41306,24922,40
54426,19354,53
3617,10017,0
50652,18652,0
41452,25068,0
20241,16657,0
31723,12267,-6
53747,9715,124
28550,28038,27
23402,20586,22
21205,1237,0
56181,25205,0
57470,10622,56
39933,11005,0
34964,26772,0
24781,11725,0
41747,12563,-60
62564,356,0
58461,15453,0
20858,12922,20
49301,8597,0
40572,13436,0
23840,13600,0
35278,14286,34
62905,28601,0
56650,15178,55
11149,15757,0
38920,3848,0
23430,20614,22
57592,10744,0
3080,15880,0
6677,6677,0
50704,26128,0
51883,27307,-86
62799,28495,83
20188,9180,0
1245,16349,0
12220,2748,0
17602,8898,17
28609,28097,0
42694,20934,41
29826,3202,29
13827,31235,-128
27336,28872,0
53343,5983,23
11533,16909,0
41713,17905,0
33890,18274,33
4894,10270,4
57599,10751,63
3870,18974,3
58622,15614,57
29780,3156,0
62553,345,0
2303,5887,63
51915,27339,-78
6251,9835,26
38107,8411,54
59325,18877,0
61295,19567,-37
26699,19787,18
51188,15092,0
59519,25983,31
7345,20145,0
20325,16741,0
39633,20433,0
1562,4890,1
7580,21148,0
8170,2026,7
62256,23856,0
35823,12015,-5
27790,11406,27
13191,21383,-31
9772,21548,0
7477,21045,0
44455,22183,105
59546,26010,58
49347,8643,48
36539,14523,-82
12453,16549,0
49640,13288,0
28290,5506,27
44817,3345,0
8565,22901,0
16399,11023,3
41934,12750,40
45457,23185,0
33856,18240,0
19498,22570,19
17661,8957,0
63829,21845,0
42034,23346,41
28928,23552,0
30711,24311,-3
8800,24416,0
52335,25455,27
38775,25719,-35
52704,30176,0
24380,26428,0
19602,22674,19
57998,27022,56
2919,17511,-39
8362,27562,8
17884,27868,0
45737,28329,0
47894,2070,46
59667,1299,68
10385,14737,0
52782,22318,51
64416,12448,0
40946,29170,39
16778,29322,16
27159,28695,-123
24324,26372,0
32450,29634,31
9108,29844,0
65305,30489,0
19575,22647,29
11117,15725,0
65170,18066,63
58013,27037,0
61676,30956,0
63510,30998,62
17458,8754,17
54675,13971,100
1713,5041,0
55105,31553,0
65321,30505,0
45278,32222,44
26256,32400,0
64198,4806,62
29441,1,0
1928,648,0
39425,20225,0
32000,7168,0
28549,28037,0
46295,983,53
22772,3060,0
58228,2420,0
63525,31013,0
32602,1626,31
46195,883,28
55849,4393,0
46454,4214,45
7487,21055,79
33879,18263,21
42004,23316,0
8599,22935,101
18641,3793,0
49015,17271,-35
26830,19918,26
34754,32706,33
14668,5196,0
38362,31962,37
38791,25735,-31
4171,30283,18
45975,24727,-27
14623,5151,71
62393,23993,0
64658,6290,63
10963,6611,-76
9058,29794,8
51031,14935,-43
32425,29609,0
45483,23211,106
44611,6979,-112
63664,31152,0
54920,7560,0
7663,21231,123
56480,7840,0
1489,8145,0
28438,27926,27
65449,30633,0
12441,16537,0
58530,15522,57
63570,31058,62
26251,32395,-94
15972,9316,0
35826,12018,34
5491,24947,92
54253,19437,0
49655,13303,125
5868,10220,0
20163,9155,-80
51079,14983,-31
21398,18582,20
32756,1780,0
64196,4804,0
43218,12242,42
21583,9551,19
25086,1278,24
45515,23243,114
12893,25181,0
22914,10882,22
58969,26713,0
20094,9086,19
13730,11682,13
44059,12827,6
28931,23555,64
13533,13533,0
33134,13678,32
28483,27971,-48
1220,16324,0
38174,31774,37
53502,6142,52
43328,14144,0
4970,10346,4
8090,1946,7
2661,28517,0
53903,15247,-93
11025,15633,0
26627,19715,0
18117,4037,0
14505,20649,0
61528,30808,0
20423,16839,-15
26962,15954,26
36392,14376,0
11365,6757,0
50882,26306,49
41668,17860,0
30497,24097,0
36216,2680,0
5619,25075,124
36983,20855,29
59557,26021,0
36663,3127,-51
36436,14420,0
37057,20929,0
23585,31265,0
58791,17063,105
46666,10570,45
64475,12507,-10
21615,9583,27
41090,19074,40
1771,5099,-70
47513,409,0
39338,5802,38
1390,8046,1
38772,25716,0
58149,2341,0
7196,19996,0
9123,29859,-24
7491,21059,80
62616,27288,0
15436,9804,0
17491,8787,20
53656,8344,0
26449,18769,0
34935,19575,29
19864,11416,0
51388,21436,0
15155,21555,-52
64775,22023,65
47969,2145,0
16315,8635,-18
1342,7998,1
51185,15089,0
6043,5531,-26
21398,18582,20
3273,3529,0
9370,11162,9
35463,12679,-95
28205,21805,0
2351,24367,75
28999,23623,81
47699,25427,-108
46870,29974,45
22311,26407,-55
22124,17516,0
22427,26523,-26
49344,27584,0
23224,27832,0
5514,24970,5
20504,28184,0
376,1400,0
2014,734,1
38700,25644,0
13098,14634,12
62435,24035,-8
48046,2222,46
63464,22504,0
12798,29182,12
51178,15082,49
8627,22963,108
27083,16075,114
47198,29278,46
44021,28917,0
32792,22552,0
43996,28892,0
41126,19110,40
64244,4852,0
37047,20919,45
60281,18041,0
52904,27048,0
7768,13912,0
55359,31551,15
3230,3486,3
44813,32013,0
4116,30228,0
65222,198,63
28083,20403,108
60660,7412,0
39,807,9
328,1352,0
47868,25596,0
13009,25297,0
22378,26474,21
39304,5768,0
11171,15779,-24
8079,1935,-29
52879,27023,-93
5123,2819,0
4356,4356,0
45745,4273,0
32952,22712,0
4657,18225,0
24142,23374,23
23319,3607,-59
13607,11559,73
46304,17376,0
17677,32525,0
59691,5163,74
50967,14871,-59
7817,13961,0
8545,22881,0
55297,31489,0
52954,27098,51
39720,24616,0
18455,6167,5
30349,6541,0
63270,22310,61
27156,29460,0
20614,28294,20
19372,7084,0
48689,31025,0
49386,27626,48
50584,7576,0
51936,7904,0
34705,30609,0
13653,11605,0
50077,16541,0
54518,15606,53
41482,17674,40
4169,30281,0
36118,2582,35
9584,32368,0
18490,6202,18
55420,31612,0
5708,10060,0
23506,3794,22
15391,9759,7
36368,14352,0
38976,9280,0
50406,12006,49
49236,27476,0
65035,11,-126
30120,19368,0
62551,27223,21
46809,10713,0
21687,9655,45
53839,15183,-109
2098,13106,2
12364,9036,0
45366,23094,44
50437,7429,0
36675,3139,-48
55382,31574,54
11846,1606,11
49127,12263,-7
19900,11452,0
20554,28234,20
19219,6931,-60
51483,1051,70
58090,10986,56
39074,9378,38
16060,26812,0
10447,13007,51
54169,13465,0
20634,28314,20
57555,13779,52
61210,27930,59
269,1293,0
33154,16258,32
64487,12519,-7
61223,27943,-55
47292,29372,0
21852,31836,0
5281,2977,0
45912,5976,0
32532,14100,0
63067,10331,-106
41683,17875,-76
20981,28661,0
33881,19801,0
41785,3897,0
4580,4580,0
41389,20653,0
28572,30876,0
782,16654,0
30273,6465,0
62267,23867,-50
17922,6658,17
63238,22278,61
3308,3564,0
26545,18865,0
44395,26219,90
39120,9424,0
21706,9674,21
7144,24296,0
30244,6436,0
3725,25997,0
54632,31336,0
30574,17006,29
8473,22809,0
12386,9058,12
41114,19098,40
57930,10826,56
15341,21741,0
15598,9966,15
59922,4882,58
18226,306,17
48162,2338,47
41250,20514,40
1512,8168,0
2546,24562,2
41682,17874,40
322,1346,0
880,16752,0
20891,28571,102
56604,19996,0
40166,29926,39
26791,21159,41
44560,8720,0
38698,25642,37
64127,4735,-97
15028,8372,0
38669,25613,0
45637,4165,0
43151,19599,35
9465,11257,0
2498,24514,2
13978,21402,13
16326,8646,15
51442,22258,50
34845,5405,0
63667,18611,44
39370,5834,38
55671,12663,93
64496,12528,0
7767,13911,-107
6283,21899,34
55884,23628,0
61103,30127,-85
10184,17608,0
39543,27767,-99
9555,32339,84
13963,21387,-94
58975,24927,-105
19537,593,0
6101,14805,0
41421,20685,0
45502,23230,44
29328,2192,0
8149,2005,0
25450,29034,24
58944,24896,0
50666,7658,49
23084,15916,0
36468,14452,0
33645,28781,0
25002,20906,24
53715,18131,116
60173,32013,0
46354,20242,45
4708,18276,0
28208,7216,0
58844,988,0
22173,25501,0
8535,22871,85
42261,25109,0
29687,26615,-3
37799,15783,-23
22566,26918,22
62520,27192,0
4098,30210,4
47999,22655,-33
49660,23548,0
37063,17351,49
41856,3968,0
5417,32553,0
48856,31192,0
10682,5306,10
22370,14946,21
63281,22321,0
62452,24052,0
50532,7524,0
9022,24638,8
59300,29604,0
58660,804,0
56401,7761,0
8518,22854,8
63066,10330,61
63250,22290,61
48592,30672,0
28771,11619,24
37673,15657,0
60776,16488,0
56438,7798,55
60424,15368,0
39993,29753,0
56004,23748,0
59002,24954,57
33982,19902,33
25498,29082,24
57047,2775,-75
1401,8057,0
15130,21530,14
42960,6352,0
61827,10115,96
32442,3770,31
64304,12336,0
30273,6465,0
38082,11970,37
22404,14980,0
3808,26080,0
16883,27635,124
23111,15943,-111
62417,24017,0
60364,32204,0
4542,4542,4
14829,237,0
44964,19364,0
33924,19844,0
2141,13149,0
19245,6957,0
47168,29248,0
24048,10736,0
1022,16894,0
23075,15907,-120
24888,20792,0
49247,15199,23
4900,3108,0
22656,27008,0
34117,31557,0
55555,12547,64
48947,12083,-52
59533,1677,0
21312,11328,0
21415,11431,-23
813,16685,0
19419,7131,-10
1999,28367,-13
20155,1211,-82
21521,9489,0
13670,26726,13
19289,7001,0
58483,12915,28
41318,20582,40
16151,8471,-59
13611,26667,74
21514,9482,21
13499,13499,46
45583,4111,-125
49013,12149,0
64843,13643,82
63485,22525,0
38697,25641,0
59188,29492,0
24593,27921,0
57641,16169,0
36524,14508,0
56980,2708,0
36810,31946,35
6096,14800,0
11070,2878,10
60124,5084,0
37576,6088,0
15096,8440,0
45247,14271,47
32783,30735,3
58390,12822,57
60873,16585,0
23719,6823,41
24385,3393,0
22307,14883,-56
17375,18911,-9
15990,26230,15
20526,9262,20
25904,24112,0
42224,31472,0
9311,11103,23
7862,14006,7
3835,26107,-66
30535,16967,-47
65179,9115,-90
57387,18987,10
63579,18523,22
4946,3154,4
9037,24653,0
61033,30057,0
55543,10999,61
50361,9913,0
6480,336,0
14042,21466,13
21531,9499,6
39195,5659,70
37511,6023,-95
23696,6800,0
27440,2352,0
28201,7209,0
23072,15904,0
7814,13958,7
6552,408,0
43637,24437,0
35113,17705,0
34890,5450,34
61297,1393,0
45633,4161,0
61431,1527,-3
46032,28624,0
18774,20054,18
62991,10255,-125
28059,21147,102
35229,17821,0
51230,22046,50
14405,8773,0
52242,4626,51
43153,19601,0
2709,21909,0
47963,22619,-42
36943,17231,19
54066,17458,52
10054,27718,9
43051,19499,10
11525,32261,0
17684,532,0
41681,23249,0
27883,2283,58
56909,2637,0
45772,4300,0
27496,2408,0
46842,2042,45
38734,25678,37
28972,28716,0
59684,17956,0
11384,20344,0
21018,18202,20
2192,13200,0
18384,25552,0
13464,13464,0
31018,25130,30
62958,26606,61
30611,17043,-28
1913,28281,0
18904,20184,0
26773,27285,0
55491,10947,48
21899,30347,98
64413,12445,0
47134,29214,46
23172,16004,0
7262,23390,7
12705,4001,0
7522,32610,7
58815,959,111
34916,5476,0
3802,26074,3
58008,31128,0
1239,5335,53
63947,7627,114
381,7805,0
60734,16446,59
48769,22913,0
41938,30674,40
38025,11913,0
55099,11579,-50
56691,15731,92
39530,15466,38
59003,24955,-98
6029,14733,0
20920,29880,0
8077,23693,0
42633,29065,0
17443,7971,8
53570,21570,52
22833,6193,0
3782,26054,3
47758,10126,46
22136,3704,0
22427,15003,-26
23867,10555,78
59968,4928,0
62166,6614,60
6972,27452,0
63684,18628,0
46388,23860,0
41942,30678,40
36524,14508,0
9323,11115,26
31114,25226,30
22345,14921,0
46463,23935,95
54671,32143,99
9214,24830,8
7257,23385,0
33150,4478,32
41565,23133,0
26214,102,25
3595,25867,-126
17932,19212,0
34660,19812,0
51961,16889,0
58634,778,57
57990,31110,56
28848,20912,0
49920,15104,0
18351,25519,-21
53669,21669,0
33996,27084,0
6741,31573,0
64098,12642,62
606,12126,0
27383,1783,-67
63140,10404,0
32228,11492,0
63437,22477,0
29085,28829,0
65080,9016,0
38753,25697,0
16041,26281,0
9041,24657,0
42090,31338,41
46388,23860,0
63650,18594,62
36636,31772,0
21947,30395,110
19833,1145,0
36464,14448,0
8541,26717,0
12712,4008,0
48955,6971,-50
39206,5670,38
15578,20698,15
49205,8501,0
7731,13875,-116
43046,19494,42
60498,13650,59
9237,11029,0
47706,10074,46
43973,29637,0
42008,31256,0
27460,2372,0
24999,28071,105
51933,16861,0
34070,16150,33
65155,9091,-96
59955,4915,-116
9277,11069,0
20420,3012,0
44860,8252,0
50992,14128,0
10583,30807,85
57751,12951,101
23195,16027,-90
27227,1627,-106
42816,3392,0
58219,18795,-38
37606,6118,36
18426,25594,17
21238,18422,20
11983,9423,-77
48394,24074,47
11036,18972,0
30557,16989,0
23453,3229,0
49847,30135,-83
30032,9808,0
48065,22721,0
6957,27437,0
2301,13309,0
7736,13880,0
31260,284,0
17071,21423,-85
8940,9708,0
9929,6857,0
45563,7419,126
12107,24395,-46
Page Faults Rate, 53.70%,
TLB Hits Rate, 5.40%,
